NUMBER	DSS_ID	URL	GLOSS	OCCURRENCES	OMEGAWIKI
323	1023	http://semshifts.iling-ran.ru/show-meaning.html?id=1023	moss	3	2413
324	1024	http://semshifts.iling-ran.ru/show-meaning.html?id=1024	mother	5	5463
325	1025	http://semshifts.iling-ran.ru/show-meaning.html?id=1025	motionless	3	669395
326	1027	http://semshifts.iling-ran.ru/show-meaning.html?id=1027	mountain	7	2421
327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	2421
327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	5672
327	1028	http://semshifts.iling-ran.ru/show-meaning.html?id=1028	mountain foot	3	NAN
328	1030	http://semshifts.iling-ran.ru/show-meaning.html?id=1030	mountain ridge, edge	6	707488
328	1030	http://semshifts.iling-ran.ru/show-meaning.html?id=1030	mountain ridge, edge	6	366432
329	1031	http://semshifts.iling-ran.ru/show-meaning.html?id=1031	mountain slope	8	1875
330	1032	http://semshifts.iling-ran.ru/show-meaning.html?id=1032	mouse	10	6237
331	1033	http://semshifts.iling-ran.ru/show-meaning.html?id=1033	moustache	3	517265
332	1034	http://semshifts.iling-ran.ru/show-meaning.html?id=1034	mouth	26	332000
333	1035	http://semshifts.iling-ran.ru/show-meaning.html?id=1035	mouth (of a river)	6	700006
334	1036	http://semshifts.iling-ran.ru/show-meaning.html?id=1036	mud	5	2428
335	1037	http://semshifts.iling-ran.ru/show-meaning.html?id=1037	muddy, turbid (of water) (?)	3	1581541
336	1038	http://semshifts.iling-ran.ru/show-meaning.html?id=1038	multitude, great number	6	1581546
337	1041	http://semshifts.iling-ran.ru/show-meaning.html?id=1041	muscle	4	431414
338	1042	http://semshifts.iling-ran.ru/show-meaning.html?id=1042	mushroom	3	2444
339	1045	http://semshifts.iling-ran.ru/show-meaning.html?id=1045	must	4	419789
340	1046	http://semshifts.iling-ran.ru/show-meaning.html?id=1046	muzzle	5	NAN
341	1047	http://semshifts.iling-ran.ru/show-meaning.html?id=1047	nail (body part)	4	828575
342	1050	http://semshifts.iling-ran.ru/show-meaning.html?id=1050	naked, bare	9	160368
343	1052	http://semshifts.iling-ran.ru/show-meaning.html?id=1052	narrow	4	5566
344	1053	http://semshifts.iling-ran.ru/show-meaning.html?id=1053	narrow, close	3	5566
345	1055	http://semshifts.iling-ran.ru/show-meaning.html?id=1055	navel	8	7690
346	1056	http://semshifts.iling-ran.ru/show-meaning.html?id=1056	near	5	869106
347	1057	http://semshifts.iling-ran.ru/show-meaning.html?id=1057	necessary	3	441514
348	1058	http://semshifts.iling-ran.ru/show-meaning.html?id=1058	neck	11	5823
349	1061	http://semshifts.iling-ran.ru/show-meaning.html?id=1061	nest (n.)	3	1581551
350	1064	http://semshifts.iling-ran.ru/show-meaning.html?id=1064	nettle (Urtica)	4	1072992
351	1066	http://semshifts.iling-ran.ru/show-meaning.html?id=1066	new	4	5484
352	1071	http://semshifts.iling-ran.ru/show-meaning.html?id=1071	noise	4	5290
353	1074	http://semshifts.iling-ran.ru/show-meaning.html?id=1074	North	6	6550
354	1075	http://semshifts.iling-ran.ru/show-meaning.html?id=1075	nose	21	5471
355	1078	http://semshifts.iling-ran.ru/show-meaning.html?id=1078	not strong (of liquid or smell)	4	NAN
356	1080	http://semshifts.iling-ran.ru/show-meaning.html?id=1080	numerous	6	5423
357	1082	http://semshifts.iling-ran.ru/show-meaning.html?id=1082	oak	7	2597
358	1083	http://semshifts.iling-ran.ru/show-meaning.html?id=1083	oar	5	1478129
359	1084	http://semshifts.iling-ran.ru/show-meaning.html?id=1084	oats	3	1111216
360	1086	http://semshifts.iling-ran.ru/show-meaning.html?id=1086	obstinate	3	7742
361	1088	http://semshifts.iling-ran.ru/show-meaning.html?id=1088	of high rank	3	NAN
362	1089	http://semshifts.iling-ran.ru/show-meaning.html?id=1089	oil (food)	3	6195
363	1091	http://semshifts.iling-ran.ru/show-meaning.html?id=1091	old (vs. new)	3	5482
364	1092	http://semshifts.iling-ran.ru/show-meaning.html?id=1092	old (vs. young)	6	5482
364	1092	http://semshifts.iling-ran.ru/show-meaning.html?id=1092	old (vs. young)	6	337925
365	1093	http://semshifts.iling-ran.ru/show-meaning.html?id=1093	old man	5	1526622
366	1100	http://semshifts.iling-ran.ru/show-meaning.html?id=1100	only, just	5	6485
366	1100	http://semshifts.iling-ran.ru/show-meaning.html?id=1100	only, just	5	1159914
367	1102	http://semshifts.iling-ran.ru/show-meaning.html?id=1102	opening, hole	6	6857
368	1106	http://semshifts.iling-ran.ru/show-meaning.html?id=1106	opposite	3	374758
369	1109	http://semshifts.iling-ran.ru/show-meaning.html?id=1109	other	5	1406403
370	1111	http://semshifts.iling-ran.ru/show-meaning.html?id=1111	otter (Lutra lutra)	3	1031630
371	1115	http://semshifts.iling-ran.ru/show-meaning.html?id=1115	owner	5	443850
372	1119	http://semshifts.iling-ran.ru/show-meaning.html?id=1119	pain	5	7257
373	1123	http://semshifts.iling-ran.ru/show-meaning.html?id=1123	palate	4	1581560
374	1125	http://semshifts.iling-ran.ru/show-meaning.html?id=1125	paper	4	2713
375	1127	http://semshifts.iling-ran.ru/show-meaning.html?id=1127	parents	3	157257
376	1128	http://semshifts.iling-ran.ru/show-meaning.html?id=1128	part	8	345219
377	1131	http://semshifts.iling-ran.ru/show-meaning.html?id=1131	passionate	3	814989
378	1139	http://semshifts.iling-ran.ru/show-meaning.html?id=1139	peak of mountain	3	6615
379	1140	http://semshifts.iling-ran.ru/show-meaning.html?id=1140	pear	3	393831
380	1146	http://semshifts.iling-ran.ru/show-meaning.html?id=1146	penis	11	5473
381	1147	http://semshifts.iling-ran.ru/show-meaning.html?id=1147	people, nation	4	345923
382	1150	http://semshifts.iling-ran.ru/show-meaning.html?id=1150	period of time	3	1573566
383	1152	http://semshifts.iling-ran.ru/show-meaning.html?id=1152	person	10	333730
384	1157	http://semshifts.iling-ran.ru/show-meaning.html?id=1157	pig (Sus scrofa)	10	5836
385	1163	http://semshifts.iling-ran.ru/show-meaning.html?id=1163	pine-tree	6	706003
386	1167	http://semshifts.iling-ran.ru/show-meaning.html?id=1167	plait, braid	3	1510567
386	1167	http://semshifts.iling-ran.ru/show-meaning.html?id=1167	plait, braid	3	447700
387	1169	http://semshifts.iling-ran.ru/show-meaning.html?id=1169	plant (biol.)	4	2836
388	1170	http://semshifts.iling-ran.ru/show-meaning.html?id=1170	plantain (Plantago)	3	1511168
389	1182	http://semshifts.iling-ran.ru/show-meaning.html?id=1182	poetry	4	1581589
390	1184	http://semshifts.iling-ran.ru/show-meaning.html?id=1184	poison	5	2847
391	1186	http://semshifts.iling-ran.ru/show-meaning.html?id=1186	poisonous	3	375775
392	1195	http://semshifts.iling-ran.ru/show-meaning.html?id=1195	poor	10	6897
393	1197	http://semshifts.iling-ran.ru/show-meaning.html?id=1197	poplar (Populus alba)	6	353334
394	1199	http://semshifts.iling-ran.ru/show-meaning.html?id=1199	pot	3	6086
395	1203	http://semshifts.iling-ran.ru/show-meaning.html?id=1203	power, authority	3	6705
396	1206	http://semshifts.iling-ran.ru/show-meaning.html?id=1206	pregnant	8	489482
397	1211	http://semshifts.iling-ran.ru/show-meaning.html?id=1211	prison	5	5623
398	1213	http://semshifts.iling-ran.ru/show-meaning.html?id=1213	profligate, womanizer	3	1223517
399	1218	http://semshifts.iling-ran.ru/show-meaning.html?id=1218	proud	6	1374507
400	1219	http://semshifts.iling-ran.ru/show-meaning.html?id=1219	pumpkin	6	366683
401	1222	http://semshifts.iling-ran.ru/show-meaning.html?id=1222	pupil (anat.)	3	683023
402	1225	http://semshifts.iling-ran.ru/show-meaning.html?id=1225	puppy (of a dog)	3	1143662
403	1226	http://semshifts.iling-ran.ru/show-meaning.html?id=1226	pure	8	509493
404	1231	http://semshifts.iling-ran.ru/show-meaning.html?id=1231	quick	31	6672
405	1232	http://semshifts.iling-ran.ru/show-meaning.html?id=1232	quiet (vs. loud)	9	5759
406	1235	http://semshifts.iling-ran.ru/show-meaning.html?id=1235	rabid	3	NAN
407	1237	http://semshifts.iling-ran.ru/show-meaning.html?id=1237	rain	4	3100
408	1238	http://semshifts.iling-ran.ru/show-meaning.html?id=1238	rainbow	6	7041
409	1239	http://semshifts.iling-ran.ru/show-meaning.html?id=1239	ram	5	5855
410	1241	http://semshifts.iling-ran.ru/show-meaning.html?id=1241	rare	3	1417819
411	1246	http://semshifts.iling-ran.ru/show-meaning.html?id=1246	ravine	7	850595
412	1248	http://semshifts.iling-ran.ru/show-meaning.html?id=1248	raw	5	899678
413	1253	http://semshifts.iling-ran.ru/show-meaning.html?id=1253	red	17	1333710
414	1255	http://semshifts.iling-ran.ru/show-meaning.html?id=1255	relative (n.)	4	6740
415	1256	http://semshifts.iling-ran.ru/show-meaning.html?id=1256	resin; pitch, tar	4	3205
415	1256	http://semshifts.iling-ran.ru/show-meaning.html?id=1256	resin; pitch, tar	4	3708
416	1257	http://semshifts.iling-ran.ru/show-meaning.html?id=1257	respect (n.)	3	842332
417	1266	http://semshifts.iling-ran.ru/show-meaning.html?id=1266	rich	8	336015
418	1267	http://semshifts.iling-ran.ru/show-meaning.html?id=1267	right (vs. left)	8	436024
419	1270	http://semshifts.iling-ran.ru/show-meaning.html?id=1270	river-bed	3	4264
420	1271	http://semshifts.iling-ran.ru/show-meaning.html?id=1271	road	6	3258
421	1276	http://semshifts.iling-ran.ru/show-meaning.html?id=1276	rooster	7	6308
422	1277	http://semshifts.iling-ran.ru/show-meaning.html?id=1277	root (of a plant)	6	3269
423	1278	http://semshifts.iling-ran.ru/show-meaning.html?id=1278	rope, string, cord, lashing	4	5465
423	1278	http://semshifts.iling-ran.ru/show-meaning.html?id=1278	rope, string, cord, lashing	4	1510977
424	1280	http://semshifts.iling-ran.ru/show-meaning.html?id=1280	rough, uneven	5	846773
425	1286	http://semshifts.iling-ran.ru/show-meaning.html?id=1286	rude, impolite	6	6009
426	1289	http://semshifts.iling-ran.ru/show-meaning.html?id=1289	rumour	3	1114745
427	1297	http://semshifts.iling-ran.ru/show-meaning.html?id=1297	sad	12	335013
428	1301	http://semshifts.iling-ran.ru/show-meaning.html?id=1301	sail (n.)	4	345771
429	1303	http://semshifts.iling-ran.ru/show-meaning.html?id=1303	salient part, ledge	5	NAN
430	1304	http://semshifts.iling-ran.ru/show-meaning.html?id=1304	salt	3	5599
431	1310	http://semshifts.iling-ran.ru/show-meaning.html?id=1310	satiated, full	4	1188869
432	1319	http://semshifts.iling-ran.ru/show-meaning.html?id=1319	scanty, not numerous	3	1581601
433	1326	http://semshifts.iling-ran.ru/show-meaning.html?id=1326	sea	6	6154
434	1329	http://semshifts.iling-ran.ru/show-meaning.html?id=1329	seal (animal)	3	2810
435	1338	http://semshifts.iling-ran.ru/show-meaning.html?id=1338	seed (n.)	3	3361
436	1343	http://semshifts.iling-ran.ru/show-meaning.html?id=1343	servant	8	1504891
437	1345	http://semshifts.iling-ran.ru/show-meaning.html?id=1345	severe	3	1532165
438	1349	http://semshifts.iling-ran.ru/show-meaning.html?id=1349	shadow	4	5966
439	1351	http://semshifts.iling-ran.ru/show-meaning.html?id=1351	shallow	3	1404411
440	1356	http://semshifts.iling-ran.ru/show-meaning.html?id=1356	sharp	25	5987
441	1357	http://semshifts.iling-ran.ru/show-meaning.html?id=1357	sharp point	6	NAN
442	1363	http://semshifts.iling-ran.ru/show-meaning.html?id=1363	shield	3	456348
443	1364	http://semshifts.iling-ran.ru/show-meaning.html?id=1364	shine (n.)	3	335797
444	1365	http://semshifts.iling-ran.ru/show-meaning.html?id=1365	ship, vessel	4	3403
445	1368	http://semshifts.iling-ran.ru/show-meaning.html?id=1368	short (size)	4	6746
446	1371	http://semshifts.iling-ran.ru/show-meaning.html?id=1371	shoulder	6	6186
447	1372	http://semshifts.iling-ran.ru/show-meaning.html?id=1372	shoulder-blade, scapula	4	1372842
448	1375	http://semshifts.iling-ran.ru/show-meaning.html?id=1375	shuttle (weaving instrument)	4	1581605
449	1378	http://semshifts.iling-ran.ru/show-meaning.html?id=1378	side (n.)	9	333652
450	1380	http://semshifts.iling-ran.ru/show-meaning.html?id=1380	sign, designation	5	702040
451	1383	http://semshifts.iling-ran.ru/show-meaning.html?id=1383	simple	6	333916
452	1388	http://semshifts.iling-ran.ru/show-meaning.html?id=1388	skilful, dexterous	4	756918
453	1390	http://semshifts.iling-ran.ru/show-meaning.html?id=1390	skilled	3	348581
454	1391	http://semshifts.iling-ran.ru/show-meaning.html?id=1391	skin (of a person)	5	3430
455	1395	http://semshifts.iling-ran.ru/show-meaning.html?id=1395	skull	4	6568
456	1396	http://semshifts.iling-ran.ru/show-meaning.html?id=1396	sky	16	7039
457	1401	http://semshifts.iling-ran.ru/show-meaning.html?id=1401	slow (adj.)	13	335287
458	1406	http://semshifts.iling-ran.ru/show-meaning.html?id=1406	smell	6	6520
458	1406	http://semshifts.iling-ran.ru/show-meaning.html?id=1406	smell	6	6521
459	1407	http://semshifts.iling-ran.ru/show-meaning.html?id=1407	smoke	4	3451
460	1408	http://semshifts.iling-ran.ru/show-meaning.html?id=1408	smooth	8	5487
461	1410	http://semshifts.iling-ran.ru/show-meaning.html?id=1410	snail	3	638694
462	1411	http://semshifts.iling-ran.ru/show-meaning.html?id=1411	snake	16	3388
463	1416	http://semshifts.iling-ran.ru/show-meaning.html?id=1416	sober	5	1131008
464	1417	http://semshifts.iling-ran.ru/show-meaning.html?id=1417	soft (adj.)	9	7907
465	1419	http://semshifts.iling-ran.ru/show-meaning.html?id=1419	soldier	5	867170
466	1424	http://semshifts.iling-ran.ru/show-meaning.html?id=1424	soon	3	335437
467	1426	http://semshifts.iling-ran.ru/show-meaning.html?id=1426	sorrowful	4	1310646
468	1427	http://semshifts.iling-ran.ru/show-meaning.html?id=1427	soul	5	349815
469	1429	http://semshifts.iling-ran.ru/show-meaning.html?id=1429	sour	7	838324
470	1430	http://semshifts.iling-ran.ru/show-meaning.html?id=1430	south	6	6542
471	1434	http://semshifts.iling-ran.ru/show-meaning.html?id=1434	sparse	4	1416056
472	1435	http://semshifts.iling-ran.ru/show-meaning.html?id=1435	spear	5	408915
473	1437	http://semshifts.iling-ran.ru/show-meaning.html?id=1437	speech	3	4834
474	1441	http://semshifts.iling-ran.ru/show-meaning.html?id=1441	spicy	7	1581678
475	1447	http://semshifts.iling-ran.ru/show-meaning.html?id=1447	spoke	3	1391013
476	1450	http://semshifts.iling-ran.ru/show-meaning.html?id=1450	spoon	4	5944
477	1453	http://semshifts.iling-ran.ru/show-meaning.html?id=1453	spot, stain	9	1578721
478	1455	http://semshifts.iling-ran.ru/show-meaning.html?id=1455	spring (season)	4	6360
479	1456	http://semshifts.iling-ran.ru/show-meaning.html?id=1456	spring, fountain	4	3596
480	1457	http://semshifts.iling-ran.ru/show-meaning.html?id=1457	spruce (Picea)	4	1581689
481	1460	http://semshifts.iling-ran.ru/show-meaning.html?id=1460	squint-eyed	3	1161432
482	1466	http://semshifts.iling-ran.ru/show-meaning.html?id=1466	star	6	6041
483	1471	http://semshifts.iling-ran.ru/show-meaning.html?id=1471	step (of a staircase, step-ladder)	3	514209
484	1475	http://semshifts.iling-ran.ru/show-meaning.html?id=1475	stick (n.)	4	5662
485	1480	http://semshifts.iling-ran.ru/show-meaning.html?id=1480	stone (of a fruit)	5	7135
486	1481	http://semshifts.iling-ran.ru/show-meaning.html?id=1481	stone, rock	13	3633
486	1481	http://semshifts.iling-ran.ru/show-meaning.html?id=1481	stone, rock	13	3266
487	1486	http://semshifts.iling-ran.ru/show-meaning.html?id=1486	storm	3	3635
488	1488	http://semshifts.iling-ran.ru/show-meaning.html?id=1488	stove	3	3637
489	1489	http://semshifts.iling-ran.ru/show-meaning.html?id=1489	straight	11	5994
490	1490	http://semshifts.iling-ran.ru/show-meaning.html?id=1490	strait	3	683914
491	1491	http://semshifts.iling-ran.ru/show-meaning.html?id=1491	strange	5	161713
492	1492	http://semshifts.iling-ran.ru/show-meaning.html?id=1492	strange, foreign	3	1193088
493	1495	http://semshifts.iling-ran.ru/show-meaning.html?id=1495	strength	9	1410993
494	1497	http://semshifts.iling-ran.ru/show-meaning.html?id=1497	strong	21	345510
495	1498	http://semshifts.iling-ran.ru/show-meaning.html?id=1498	strong (of liquid or smell)	7	1575935
496	1505	http://semshifts.iling-ran.ru/show-meaning.html?id=1505	stupid	22	6322
497	1510	http://semshifts.iling-ran.ru/show-meaning.html?id=1510	sucker (botany)	3	1581694
498	1513	http://semshifts.iling-ran.ru/show-meaning.html?id=1513	summer	5	5848
499	1515	http://semshifts.iling-ran.ru/show-meaning.html?id=1515	sun	7	5850
500	1516	http://semshifts.iling-ran.ru/show-meaning.html?id=1516	Sunday	3	6993
501	1520	http://semshifts.iling-ran.ru/show-meaning.html?id=1520	surface	3	1581700
502	1522	http://semshifts.iling-ran.ru/show-meaning.html?id=1522	sweat	6	1250835
502	1522	http://semshifts.iling-ran.ru/show-meaning.html?id=1522	sweat	6	1250941
503	1523	http://semshifts.iling-ran.ru/show-meaning.html?id=1523	sweet (taste)	6	336426
504	1526	http://semshifts.iling-ran.ru/show-meaning.html?id=1526	sword	4	6350
505	1528	http://semshifts.iling-ran.ru/show-meaning.html?id=1528	table; desk	3	7196
506	1531	http://semshifts.iling-ran.ru/show-meaning.html?id=1531	tail	16	5468
507	1535	http://semshifts.iling-ran.ru/show-meaning.html?id=1535	talkative person	5	NAN
508	1540	http://semshifts.iling-ran.ru/show-meaning.html?id=1540	taste	5	1051228
509	1542	http://semshifts.iling-ran.ru/show-meaning.html?id=1542	tasteless	5	717153
510	1543	http://semshifts.iling-ran.ru/show-meaning.html?id=1543	tasty	4	7511
511	1548	http://semshifts.iling-ran.ru/show-meaning.html?id=1548	testicle	3	348064
512	1552	http://semshifts.iling-ran.ru/show-meaning.html?id=1552	thick	12	5503
513	1553	http://semshifts.iling-ran.ru/show-meaning.html?id=1553	thick (of a growth, hair)	5	5503
514	1554	http://semshifts.iling-ran.ru/show-meaning.html?id=1554	thief	3	515549
515	1556	http://semshifts.iling-ran.ru/show-meaning.html?id=1556	thin (of an object)	18	5990
516	1559	http://semshifts.iling-ran.ru/show-meaning.html?id=1559	thing	4	339816
517	1561	http://semshifts.iling-ran.ru/show-meaning.html?id=1561	thorn	3	1243793
518	1564	http://semshifts.iling-ran.ru/show-meaning.html?id=1564	threshold	3	702756
519	1565	http://semshifts.iling-ran.ru/show-meaning.html?id=1565	throat	9	5861
520	1567	http://semshifts.iling-ran.ru/show-meaning.html?id=1567	thunder	3	509787
521	1573	http://semshifts.iling-ran.ru/show-meaning.html?id=1573	time	6	3779
522	1579	http://semshifts.iling-ran.ru/show-meaning.html?id=1579	to ache	6	751582
523	1575	http://semshifts.iling-ran.ru/show-meaning.html?id=1575	to adorn, decorate	6	705105
524	1587	http://semshifts.iling-ran.ru/show-meaning.html?id=1587	to answer	5	5610
525	1594	http://semshifts.iling-ran.ru/show-meaning.html?id=1594	to ask, beg	5	7621
526	1595	http://semshifts.iling-ran.ru/show-meaning.html?id=1595	to ask, inquire	5	5717
527	1596	http://semshifts.iling-ran.ru/show-meaning.html?id=1596	to attack	4	337168
528	1603	http://semshifts.iling-ran.ru/show-meaning.html?id=1603	to bark (of a dog)	7	5444
529	1605	http://semshifts.iling-ran.ru/show-meaning.html?id=1605	to be alike	6	6406
530	1606	http://semshifts.iling-ran.ru/show-meaning.html?id=1606	to be angry	10	7613
531	1609	http://semshifts.iling-ran.ru/show-meaning.html?id=1609	to be at war	3	NAN
532	1610	http://semshifts.iling-ran.ru/show-meaning.html?id=1610	to be awake	5	353802
533	1611	http://semshifts.iling-ran.ru/show-meaning.html?id=1611	to be born	6	474983
534	1615	http://semshifts.iling-ran.ru/show-meaning.html?id=1615	to be enough	5	8158
535	1616	http://semshifts.iling-ran.ru/show-meaning.html?id=1616	to be extinguished (light)	3	NAN
536	1619	http://semshifts.iling-ran.ru/show-meaning.html?id=1619	to be glad	4	6246
537	1621	http://semshifts.iling-ran.ru/show-meaning.html?id=1621	to be guilty	3	692374
538	1628	http://semshifts.iling-ran.ru/show-meaning.html?id=1628	to be keen of	4	1085146
539	1637	http://semshifts.iling-ran.ru/show-meaning.html?id=1637	to be situated	4	1114697
540	1640	http://semshifts.iling-ran.ru/show-meaning.html?id=1640	to be surprised	4	6444
541	1645	http://semshifts.iling-ran.ru/show-meaning.html?id=1645	to beat, hit	48	6855
541	1645	http://semshifts.iling-ran.ru/show-meaning.html?id=1645	to beat, hit	48	6044
542	1646	http://semshifts.iling-ran.ru/show-meaning.html?id=1646	to become	4	949323
543	1651	http://semshifts.iling-ran.ru/show-meaning.html?id=1651	to become infected	8	1581708
544	1652	http://semshifts.iling-ran.ru/show-meaning.html?id=1652	to become ready (of food)	3	NAN
545	1654	http://semshifts.iling-ran.ru/show-meaning.html?id=1654	to become visible	3	8059
546	1655	http://semshifts.iling-ran.ru/show-meaning.html?id=1655	to begin (tr.)	13	7451
547	1658	http://semshifts.iling-ran.ru/show-meaning.html?id=1658	to bend	3	961409
548	1660	http://semshifts.iling-ran.ru/show-meaning.html?id=1660	to bend, bow (intr.)	4	961409
548	1660	http://semshifts.iling-ran.ru/show-meaning.html?id=1660	to bend, bow (intr.)	4	427040
549	1663	http://semshifts.iling-ran.ru/show-meaning.html?id=1663	to bind	5	844574
550	1665	http://semshifts.iling-ran.ru/show-meaning.html?id=1665	to bite	8	5993
551	1670	http://semshifts.iling-ran.ru/show-meaning.html?id=1670	to blow	8	1375415
552	1673	http://semshifts.iling-ran.ru/show-meaning.html?id=1673	to boast	5	1176597
553	1674	http://semshifts.iling-ran.ru/show-meaning.html?id=1674	to boil (intr.)	5	347033
554	1676	http://semshifts.iling-ran.ru/show-meaning.html?id=1676	to braid, plait, weave	3	703135
554	1676	http://semshifts.iling-ran.ru/show-meaning.html?id=1676	to braid, plait, weave	3	1280854
554	1676	http://semshifts.iling-ran.ru/show-meaning.html?id=1676	to braid, plait, weave	3	447700
554	1676	http://semshifts.iling-ran.ru/show-meaning.html?id=1676	to braid, plait, weave	3	1510567
555	1677	http://semshifts.iling-ran.ru/show-meaning.html?id=1677	to break (tr.)	18	333586
556	1679	http://semshifts.iling-ran.ru/show-meaning.html?id=1679	to breathe	4	5998
557	1680	http://semshifts.iling-ran.ru/show-meaning.html?id=1680	to bribe	4	517065
558	1685	http://semshifts.iling-ran.ru/show-meaning.html?id=1685	to bring up	3	5772
559	1686	http://semshifts.iling-ran.ru/show-meaning.html?id=1686	to build	4	7714
560	1687	http://semshifts.iling-ran.ru/show-meaning.html?id=1687	to burn (intr.)	11	6039
561	1688	http://semshifts.iling-ran.ru/show-meaning.html?id=1688	to burn (tr.)	3	1299599
562	1689	http://semshifts.iling-ran.ru/show-meaning.html?id=1689	to burst, break	3	333586
563	1690	http://semshifts.iling-ran.ru/show-meaning.html?id=1690	to bury	6	702018
564	1694	http://semshifts.iling-ran.ru/show-meaning.html?id=1694	to calculate, count	9	6026
565	1695	http://semshifts.iling-ran.ru/show-meaning.html?id=1695	to call (somebody), to make respond	5	470997
566	1697	http://semshifts.iling-ran.ru/show-meaning.html?id=1697	to care for, look after	8	1504671
567	1698	http://semshifts.iling-ran.ru/show-meaning.html?id=1698	to carp, find faults	3	336790
568	1699	http://semshifts.iling-ran.ru/show-meaning.html?id=1699	to carry	8	335263
569	1701	http://semshifts.iling-ran.ru/show-meaning.html?id=1701	to castrate, geld	6	1063981
570	1704	http://semshifts.iling-ran.ru/show-meaning.html?id=1704	to cause	5	364159
571	1708	http://semshifts.iling-ran.ru/show-meaning.html?id=1708	to change (tr.)	7	5547
572	1711	http://semshifts.iling-ran.ru/show-meaning.html?id=1711	to charm, to delight	4	5589
573	1714	http://semshifts.iling-ran.ru/show-meaning.html?id=1714	to check, test	4	919581
574	1715	http://semshifts.iling-ran.ru/show-meaning.html?id=1715	to chew	4	1510493
575	1716	http://semshifts.iling-ran.ru/show-meaning.html?id=1716	to choke	4	1260643
576	1717	http://semshifts.iling-ran.ru/show-meaning.html?id=1717	to choose	3	7084
577	1718	http://semshifts.iling-ran.ru/show-meaning.html?id=1718	to clean	10	335501
578	1720	http://semshifts.iling-ran.ru/show-meaning.html?id=1720	to close one's eyes	3	NAN
579	1723	http://semshifts.iling-ran.ru/show-meaning.html?id=1723	to come	9	6056
580	1724	http://semshifts.iling-ran.ru/show-meaning.html?id=1724	to come (of an event)	5	NAN
581	1725	http://semshifts.iling-ran.ru/show-meaning.html?id=1725	to come to end, to ceise	3	849510
582	1733	http://semshifts.iling-ran.ru/show-meaning.html?id=1733	to contain	3	334982
583	1735	http://semshifts.iling-ran.ru/show-meaning.html?id=1735	to copulate	20	1581715
584	1736	http://semshifts.iling-ran.ru/show-meaning.html?id=1736	to correct	3	7026
585	1738	http://semshifts.iling-ran.ru/show-meaning.html?id=1738	to cost	4	1496031
586	1739	http://semshifts.iling-ran.ru/show-meaning.html?id=1739	to cough	4	373675
587	1742	http://semshifts.iling-ran.ru/show-meaning.html?id=1742	to crawl	3	1168231
588	1744	http://semshifts.iling-ran.ru/show-meaning.html?id=1744	to cry, weep	5	7709
589	1745	http://semshifts.iling-ran.ru/show-meaning.html?id=1745	to cure, treat (medically)	6	156675
590	1746	http://semshifts.iling-ran.ru/show-meaning.html?id=1746	to cut (tr.)	17	6043
591	1750	http://semshifts.iling-ran.ru/show-meaning.html?id=1750	to deceive	15	837839
592	1751	http://semshifts.iling-ran.ru/show-meaning.html?id=1751	to decide	4	333851
593	1754	http://semshifts.iling-ran.ru/show-meaning.html?id=1754	to defecate	4	332137
594	1755	http://semshifts.iling-ran.ru/show-meaning.html?id=1755	to defend	11	5818
595	1757	http://semshifts.iling-ran.ru/show-meaning.html?id=1757	to deliver (a child)	12	541498
596	1759	http://semshifts.iling-ran.ru/show-meaning.html?id=1759	to depend	4	341672
597	1763	http://semshifts.iling-ran.ru/show-meaning.html?id=1763	to destroy	10	333618
598	1765	http://semshifts.iling-ran.ru/show-meaning.html?id=1765	to die, pass away	26	6245
599	1766	http://semshifts.iling-ran.ru/show-meaning.html?id=1766	to dig	12	6024
600	1767	http://semshifts.iling-ran.ru/show-meaning.html?id=1767	to dilute	5	1581721
601	1769	http://semshifts.iling-ran.ru/show-meaning.html?id=1769	to disappear	7	155161
602	1772	http://semshifts.iling-ran.ru/show-meaning.html?id=1772	to disgrace, dishonor	3	1146047
603	1773	http://semshifts.iling-ran.ru/show-meaning.html?id=1773	to dislocate (of a joint)	3	1581727
604	1780	http://semshifts.iling-ran.ru/show-meaning.html?id=1780	to do	5	351006
605	1781	http://semshifts.iling-ran.ru/show-meaning.html?id=1781	to doubt	3	5716
606	1786	http://semshifts.iling-ran.ru/show-meaning.html?id=1786	to draw, paint	4	959903
607	1789	http://semshifts.iling-ran.ru/show-meaning.html?id=1789	to drink	7	5991
608	1791	http://semshifts.iling-ran.ru/show-meaning.html?id=1791	to drive, to force to move on	6	340699
609	1792	http://semshifts.iling-ran.ru/show-meaning.html?id=1792	to drop (of liquid)	5	341382
610	1794	http://semshifts.iling-ran.ru/show-meaning.html?id=1794	to eat	15	5827
611	1796	http://semshifts.iling-ran.ru/show-meaning.html?id=1796	to end	3	849510
612	1797	http://semshifts.iling-ran.ru/show-meaning.html?id=1797	to endure	8	355939
612	1797	http://semshifts.iling-ran.ru/show-meaning.html?id=1797	to endure	8	533044
613	1799	http://semshifts.iling-ran.ru/show-meaning.html?id=1799	to enter	7	341348
614	1802	http://semshifts.iling-ran.ru/show-meaning.html?id=1802	to err, be wrong	4	357907
615	1811	http://semshifts.iling-ran.ru/show-meaning.html?id=1811	to extinguish	6	1255943
616	1814	http://semshifts.iling-ran.ru/show-meaning.html?id=1814	to fall (of rain, snow)	4	5622
